Cálculo1,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,positiva_alcohol
1,2023S028917,07/09/2023,14:20:00,CALL. CUCHILLEROS / PLAZA. PUERTA CERRADA,14,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S011761,26/03/2023,14:18:00,"CALL. VERSALLES, 77",77,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S011761,26/03/2023,14:18:00,"CALL. VERSALLES, 77",77,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S015284,13/04/2023,14:15:00,CALLE LOS YEBENES (FAROLA Nº 12),6,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S021480,01/06/2023,14:10:00,PLAZA. EMPERADOR CARLOS V / PASEO. PRADO,2,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S009709,16/03/2023,14:05:00,"CALL. TOLEDO, 52",52,1,CENTRO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S017620,28/04/2023,14:05:00,"CALL. JUAN IGNACIO LUCA DE TENA, 15",15,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S029133,11/09/2023,14:03:00,"CALL. ANTONIO MACHADO, 15",15,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S013101,02/04/2023,14:00:00,A LA ALTURA DE CAMINO DEL SANTO,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S019708,16/05/2023,14:00:00,"CALL. SAN BERNARDO, 92",92,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S004198,10/02/2023,14:00:00,PASEO. CASTELLANA / CALL. JOAQUIN COSTA,110,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,0,Desconocida,Negativo
1,2023S009330,14/03/2023,13:59:00,CALLE ATOCHA CON CALLE CONCEPCION JERONIMA,14,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,0,Desconocida,Negativo
1,2023S004469,11/02/2023,13:55:00,"CALL. SAN BERNARDO, 49",49,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S030248,24/09/2023,13:55:00,"AUTOV. M-607, +01900E",,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S028300,31/08/2023,13:55:00,"CALL. BRAVO MURILLO, 257",257,6,TETUÁN,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S015277,13/04/2023,13:55:00,AVDA. NICETO ALCALA ZAMORA / CALL. ALBERTO PALACIOS,10,16,HORTALEZA,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S017213,25/04/2023,13:55:00,"CALL. ATOCHA, 32",32,1,CENTRO,Alcance,Sin información,Bicicleta,Conductor,De 18 a 20 años,Hombre,0,Desconocida,Negativo
1,2023S030674,29/09/2023,13:50:00,"CALL. LOS YEBENES, 241",241,10,LATINA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,0,Desconocida,Negativo
1,2023S016084,19/04/2023,13:50:00,CALL. FERRAZ / CALL. VENTURA RODRIGUEZ,24,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S021593,01/06/2023,13:45:00,"PQUE. CASA DE CAMPO, 0",0,9,MONCLOA-ARAVACA,Caída,Nublado,Bicicleta,Conductor,De 70 a 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S029365,13/09/2023,13:45:00,AVDA. APOSTOLES / PASEO. OLIVOS,24,10,LATINA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S028088,28/08/2023,13:45:00,"PASEO. VIRGEN DEL PUERTO, 7",7,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S016083,19/04/2023,13:44:00,"CALL. HERNANI, 37",37,6,TETUÁN,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S018006,01/05/2023,13:40:00,AVDA. AMERICA / CALL. CARTAGENA,31,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,0,Desconocida,Negativo
1,2023S006102,22/02/2023,13:37:00,AVDA. PARTENON / LUXEMBURGO,8,21,BARAJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S014503,09/04/2023,13:35:00,"CALL. BATALLA DEL SALADO, 7",7,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S002463,28/01/2023,13:31:00,CALL. ALCALA / CALL. ALMERIA,206,4,SALAMANCA,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,0,Desconocida,Negativo
1,2023S023891,26/06/2023,13:30:00,"CALL. SERRANO, 122",122,4,SALAMANCA,Alcance,Sin información,Bicicleta,Conductor,Desconocido,Otro,0,Desconocida,Negativo
1,2023S007355,02/03/2023,13:30:00,"AVDA. LUIS ARAGONES, 4 POSTERIOR E5 DE ESTADIO DEP",4,20,SAN BLAS-CANILLEJAS,Atropello a animal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S028994,09/09/2023,13:30:00,CAMINO DE LA CASA DE VACAS S/N,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S027293,12/08/2023,13:30:00,"AVDA. GRAN VIA DE SAN FRANCISCO, 1",1,1,CENTRO,Colisión lateral,Sin información,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S027157,10/08/2023,13:20:00,FAROLA 34 PARQUE,70,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,0,Desconocida,Negativo
1,2023S005923,21/02/2023,13:20:00,"CALL. MARGARITAS, 3",3,6,TETUÁN,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S005923,21/02/2023,13:20:00,"CALL. MARGARITAS, 3",3,6,TETUÁN,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S006796,28/02/2023,13:20:00,"CALL. MARCELO USERA, 13",13,12,USERA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S029390,14/09/2023,13:20:00,"CALL. BALTASAR GRACIAN, 4",4,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S023806,25/06/2023,13:20:00,"CALL. VENTURA RODRIGUEZ, 26",26,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S023806,25/06/2023,13:20:00,"CALL. VENTURA RODRIGUEZ, 26",26,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S000123,03/01/2023,13:20:00,"AVDA. ENTREVIAS, 100",100,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S000572,09/01/2023,13:15:00,CALL. MALMOE / CALLE HERMANOS GARCIA NOBLEJAS,83,15,CIUDAD LINEAL,Colisión frontal,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S001093,15/01/2023,13:15:00,"CALL. DOCTOR TOLOSA LATOUR, 18",18,12,USERA,Alcance,Sin información,Bicicleta,Conductor,De 45 a 49 años,Hombre,0,Desconocida,Negativo
1,2023S020388,21/05/2023,13:15:00,CALL. SIGUERO / CALL. TORREBELEÑA,2,8,FUENCARRAL-EL PARDO,Caída,Nublado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S010533,20/03/2023,13:15:00,"PASEO. MELANCOLICOS, 79",79,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S020276,20/05/2023,13:10:00,SAN BLAS - CANILLEJAS,7,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S016930,22/04/2023,13:10:00,"AVDA. LLANO CASTELLANO, 17A",,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Sin información,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S030247,24/09/2023,13:10:00,AVDA. PABLO NERUDA / CALL. BENJAMIN PALENCIA,1,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S027105,09/08/2023,13:10:00,"CALL. PRINCIPE DE VERGARA, 128",128,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S024512,04/07/2023,13:05:00,"PASEO. VENEZUELA, 1",1,3,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S015907,18/04/2023,13:05:00,"PQUE. MADRID RIO, P.K. 5.80",,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S015907,18/04/2023,13:05:00,"PQUE. MADRID RIO, P.K. 5.80",,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S023396,19/06/2023,13:04:00,"CALL. BLASCO DE GARAY, 65",65,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,Desconocida,Negativo
1,2023S024922,09/07/2023,13:02:00,CALL. NUESTRA SEÑORA DE VALVERDE / GTA. FUENTE DE LA CARRA,145,8,FUENCARRAL-EL PARDO,Colisión múltiple,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S025952,22/07/2023,13:00:00,"PASEO. FERNAN NUÑEZ, 22",22,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,Negativo
1,2023S025952,22/07/2023,13:00:00,"PASEO. FERNAN NUÑEZ, 22",22,3,RETIRO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 65 a 69 años,Mujer,3,Ingreso superior a 24 horas,Negativo
1,2023S021100,27/05/2023,13:00:00,ANILLO VERDE CICLISTA.  PK.47,8,9,MONCLOA-ARAVACA,Otro,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S020321,21/05/2023,13:00:00,PASEO. CHOPERA / CALL. ENRIQUE TROMPETA,67,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S019643,15/05/2023,13:00:00,"AUTOV. A-6, +00600E",,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S019643,15/05/2023,13:00:00,"AUTOV. A-6, +00600E",,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S020321,21/05/2023,13:00:00,PASEO. CHOPERA / CALL. ENRIQUE TROMPETA,67,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S021100,27/05/2023,13:00:00,ANILLO VERDE CICLISTA.  PK.47,8,9,MONCLOA-ARAVACA,Otro,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S010345,19/03/2023,12:50:00,AVDA. LOGROÑO / CIRCUNVALACIÓN,17,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S010345,19/03/2023,12:50:00,AVDA. LOGROÑO / CIRCUNVALACIÓN,17,16,HORTALEZA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S000570,09/01/2023,12:50:00,"PASEO. YESERIAS, 33",33,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S000570,09/01/2023,12:50:00,"PASEO. YESERIAS, 33",33,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S025485,15/07/2023,12:45:00,PASEO. EMBARCADERO / PASEO. AZUL,1,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S017062,23/04/2023,12:45:00,"AVDA. LUIS ARAGONES, 4",4,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S023807,25/06/2023,12:40:00,"AVDA. MANZANARES, 4",4,10,LATINA,Atropello a persona,Despejado,Bicicleta,Peatón,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S023807,25/06/2023,12:40:00,"AVDA. MANZANARES, 4",4,10,LATINA,Atropello a persona,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S017301,26/04/2023,12:40:00,"CALL. ESTOCOLMO, 26A",,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S016367,20/04/2023,12:40:00,CALL. GOLONDRINA / ACA,2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S002593,29/01/2023,12:40:00,CALL. BRUJAS / CALL. ARROYO FONTARRON,34,14,MORATALAZ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S023420,20/06/2023,12:38:00,CALL. TREN DE ARGANDA / BULEV. INDALECIO PRIETO,8,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S007815,05/03/2023,12:32:00,CALL. THALER / VIA LUSI,12,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S017302,26/04/2023,12:30:00,"PLAZA. CIBELES, 1",1,3,RETIRO,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S011597,25/03/2023,12:30:00,"AVDA. LUIS ARAGONES, 4",4,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S028085,28/08/2023,12:30:00,CALL. FRANCOS RODRIGUEZ / GTA. ROCIO DURCAL,69,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S021095,27/05/2023,12:25:00,"AVDA. PABLO NERUDA, 100A",,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S014044,08/04/2023,12:25:00,"CALL. LOPEZ DE HOYOS, 202",202,5,CHAMARTÍN,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 65 a 69 años,Mujer,14,Sin asistencia sanitaria,Negativo
1,2023S012440,31/03/2023,12:20:00,CALL. CONVENIO / CALL. MENDEZ ALVARO,25,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S022398,09/06/2023,12:15:00,"CALL. ANDEVALO, 4",4,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S018448,05/05/2023,12:15:00,AVDA. BUENOS AIRES / AVDA. PABLO NERUDA,1,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S030814,30/09/2023,12:10:00,FAROLA 1,0,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S027660,20/08/2023,12:10:00,"CALL. VERSALLES, 123",123,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S007813,05/03/2023,12:10:00,CAMINO ALTO DE HORTALEZA,6,16,HORTALEZA,Caída,Nublado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S016927,22/04/2023,12:05:00,"CALL. ASTROS, 11",11,3,RETIRO,Colisión frontal,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S026934,06/08/2023,12:01:00,CALL. ANICETO MARINAS / PLAZA. ALMUÑECAR,96,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S022163,06/06/2023,12:00:00,CALL. CASALARREINA / AVDA. DAROCA,3,19,VICÁLVARO,Caída,Despejado,Bicicleta,Peatón,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,Negativo
1,2023S022163,06/06/2023,12:00:00,CALL. CASALARREINA / AVDA. DAROCA,3,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S017375,27/04/2023,12:00:00,"ANILLO VERDE KM. 43,600 EMBARCADERO DEL LAGO",10,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S010761,22/03/2023,12:00:00,CALL. PEÑA DE LA ATALAYA / PUERTO BALBARAN,131,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S022167,06/06/2023,11:57:00,CALL. MAYORAZGO DE DUARTE / CALL. SUERTES DE LA VILLA,21,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S017059,23/04/2023,11:55:00,AVDA. DOCTOR GARCIA TAPIA 157,,14,MORATALAZ,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S025230,13/07/2023,11:53:00,CALL. CUART DE POBLET / CALL. ALHAMBRA,1,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S023879,26/06/2023,11:50:00,"CALL. TOMAS SANZ, 6",6,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S019478,13/05/2023,11:50:00,"PQUE. JUAN CARLOS I, 1",1,21,BARAJAS,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,3,Ingreso superior a 24 horas,Negativo
1,2023S005777,19/02/2023,11:50:00,"CALL. ARROYO DEL MONTE, 2",2,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,Negativo
1,2023S003499,05/02/2023,11:50:00,"CALL. PEÑARANDA DE BRACAMONTE, 4",4,18,VILLA DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S011109,24/03/2023,11:45:00,"AUTOV. M-607, +01305E",,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,3,Ingreso superior a 24 horas,Negativo
1,2023S011109,24/03/2023,11:45:00,"AUTOV. M-607, +01305E",,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,Negativo
1,2023S029969,21/09/2023,11:45:00,"CALL. CORREDERA BAJA DE SAN PABLO, 53",53,1,CENTRO,Otro,Sin información,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,0,Desconocida,Negativo
1,2023S029891,20/09/2023,11:44:00,PLAZA. ALONSO MARTINEZ / PLAZA. SANTA BARBARA,2,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,Negativo
1,2023S022008,04/06/2023,11:40:00,"PASEO. CASTELLANA, 249",249,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S024507,03/07/2023,11:40:00,"CALL. BAHIA DE MAHON, 1",1,21,BARAJAS,Atropello a persona,Despejado,Bicicleta,Peatón,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S024507,03/07/2023,11:40:00,"CALL. BAHIA DE MAHON, 1",1,21,BARAJAS,Atropello a persona,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S000184,04/01/2023,11:40:00,CALL. SANTA ENGRACIA / MANUEL CO,27,7,CHAMBERÍ,Colisión fronto-lateral,Sin información,Bicicleta,Conductor,De 35 a 39 años,Mujer,0,Desconocida,Negativo
1,2023S018857,07/05/2023,11:35:00,"CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO, 223",223,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S024575,04/07/2023,11:25:00,"CTRA. VILLAVERDE A VALLECAS, 267",267,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,Negativo
1,2023S000401,06/01/2023,11:25:00,"CALL. FERNANDO PESSOA, 5",5,15,CIUDAD LINEAL,Alcance,Nublado,Bicicleta,Conductor,De 30 a 34 años,Hombre,0,Desconocida,Negativo
1,2023S024346,02/07/2023,11:25:00,"PASEO. CASTELLANA, 249",249,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,Negativo
1,2023S028675,05/09/2023,11:22:00,AVDA. CANILLEJAS A VICALVARO / C/SOFIA,193,20,SAN BLAS-CANILLEJAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,Negativo
1,2023S030239,24/09/2023,11:20:00,"CALL. ANTONIO LOPEZ, 175",175,12,USERA,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,0,Desconocida,Negativo
1,2023S030239,24/09/2023,11:20:00,"CALL. ANTONIO LOPEZ, 175",175,12,USERA,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,0,Desconocida,Negativo
